Employee No,Employee Name,Gender,Leaving Reason,Previous Employer,Latest  Available Rating,Profit Center,Employee Location,People Group,Employee Category,Supervisor name,Month of termination,Tenure_till_18,Tenure_till_18_in_months,Tenure_till_18_in_years,Age_16_18,Current Status16_18,Is promoted,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Utilization Status,Utilization%-Mean
826,Maryetta Monty,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Maria Aubrey,Unknown,0.9171988473411501,11.006386168093801,1.0,0.0,Active,No,2000.0,1752.0,1488.0,176.0,72.0,0.0,384.0,84.93150684931507,Efficient,84.93150684931507
827,Ingeborg Nies,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,Unknown,0.9171988473411501,11.006386168093801,1.0,0.0,Active,No,2000.0,1689.0,1597.0,261.0,50.0,0.0,168.0,94.55298993487271,Efficient,94.55298993487271
828,Vilma Vosburg,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Mira Fiorenze,Unknown,0.9171988473411501,11.006386168093801,1.0,0.0,Active,No,2000.0,1680.0,1035.0,232.0,88.0,0.0,677.0,61.60714285714286,Above Avg,61.60714285714286
829,Rudolph Yarnall,M,Career Growth,DualLight,Unknown,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Unknown,8,0.3367625618595864,4.041150742315037,0.0,27.0,Resigned,No,656.0,556.0,160.0,48.0,52.0,0.0,424.0,28.776978417266186,Below Avg,28.776978417266186
830,Brenda Crandall,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,Unknown,0.9171988473411501,11.006386168093801,1.0,0.0,Active,No,2000.0,1700.0,1546.0,224.0,76.0,0.0,230.0,90.94117647058823,Efficient,90.94117647058823
831,Tina Cuneo,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Cassandra Katerina,Unknown,0.9171988473411501,11.006386168093801,1.0,0.0,Active,No,2000.0,1701.5,1436.5,208.0,90.5,0.0,337.5,84.42550690567147,Efficient,84.42550690567147
832,Vina Landrith,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Beverley Laney,Unknown,0.9171988473411501,11.006386168093801,1.0,0.0,Active,No,1960.0,1668.0,1111.0,216.0,76.0,42.0,1066.0,66.60671462829735,Above Avg,66.60671462829735
833,Katharine Coll,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Josey Rorie,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1920.0,1590.0,1499.0,264.0,66.0,0.0,95.0,94.27672955974843,Efficient,94.27672955974843
834,Hoyt Boudreaux,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Imelda Madalena,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1880.0,1596.0,2299.5,184.0,100.0,0.0,90.0,144.07894736842107,Over Utilization,144.07894736842107
835,Donna Kyser,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1880.0,1590.5,1388.0,200.0,89.5,0.0,218.5,87.26815466834329,Efficient,87.26815466834329
836,Gordon Donaldson,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1880.0,1645.0,1305.0,168.0,67.0,0.0,604.0,79.33130699088146,Efficient,79.33130699088146
837,Jayden Alvarado,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Yolanthe Laurella,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1606.5,1167.0,112.0,121.5,0.0,488.0,72.64239028944911,Above Avg,72.64239028944911
838,Tyrell Pineda,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1768.0,1192.5,60.0,12.0,0.0,599.0,67.44909502262443,Above Avg,67.44909502262443
839,Breanna Armstrong,M,Job Related,Focus,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Orsa Margeaux,10,0.41889977206924167,5.0267972648309005,0.0,26.0,Resigned,No,920.0,845.0,640.0,56.0,19.0,0.0,397.0,75.7396449704142,Efficient,75.7396449704142
840,Kellen Bridges,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Josey Rorie,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1576.0,1419.8000000000002,200.0,64.0,0.0,156.20000000000002,90.08883248730966,Efficient,90.08883248730966
841,Jordin Conway,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Cynthia Leonora,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1705.5,1614.0,76.0,58.5,0.0,540.0,94.63500439753739,Efficient,94.63500439753739
842,Avery Griffin,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Sheila Papagena,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1569.75,1432.0,176.0,94.25,0.0,367.0,91.22471731167383,Efficient,91.22471731167383
843,Deegan Rosales,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Vinni Calypso,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1615.0,1524.0,160.0,65.0,0.0,115.0,94.36532507739938,Efficient,94.36532507739938
844,Erin Cantu,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Jillana Vivi,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1669.0,1168.0,104.0,67.0,0.0,508.0,69.98202516476933,Above Avg,69.98202516476933
845,Alicia Sexton,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jillana Vivi,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1593.0,1360.0,144.0,103.0,0.0,261.0,85.37350910232266,Efficient,85.37350910232266
846,Cooper Stevens,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Conni Athene,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1564.0,1596.0,192.0,84.0,0.0,29.0,102.04603580562659,Over Utilization,102.04603580562659
847,Tomas Ramirez,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Ilsa Marigold,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1574.0,1419.0,200.0,66.0,48.0,132.0,90.15247776365946,Efficient,90.15247776365946
848,Kamryn Miranda,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Margo Opaline,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1611.75,1588.0,144.0,84.25,0.0,91.5,98.52644640918257,Efficient,98.52644640918257
849,Isabela Sloan,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jillana Vivi,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1663.5,1416.0,112.0,64.5,0.0,322.0,85.12173128944995,Efficient,85.12173128944995
850,Gwendolyn Mccarty,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Margo Opaline,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1624.0,1180.0,128.0,88.0,0.0,576.0,72.66009852216749,Above Avg,72.66009852216749
851,Keshawn Peterson,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jillana Vivi,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1571.5,1466.0,200.0,68.5,0.0,427.5,93.28666878778238,Efficient,93.28666878778238
852,Leroy French,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Laetitia Yoshi,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1840.0,1688.0,1798.0,72.0,80.0,0.0,362.0,106.51658767772511,Over Utilization,106.51658767772511
853,Cassidy Barnett,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Yolanthe Laurella,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1800.0,1480.0,1302.0,224.0,96.0,0.0,474.0,87.97297297297297,Efficient,87.97297297297297
854,Peyton Swanson,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed Staff,Mathilda Tomi,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1800.0,1510.0,1342.0,208.0,82.0,0.0,180.0,88.87417218543047,Efficient,88.87417218543047
855,Landon Browning,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Kalindi Toma,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1800.0,1622.0,1073.0,152.0,26.0,0.0,549.0,66.15289765721332,Above Avg,66.15289765721332
856,Everett Zavala,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Cordula Devan,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1800.0,1660.0,1660.0,128.0,12.0,0.0,32.0,100.0,Efficient,100.0
857,Reginald Dennis,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Donette Verne,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1800.0,1662.0,1269.0,104.0,34.0,0.0,437.0,76.3537906137184,Efficient,76.3537906137184
858,Keyon Garza,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Yolanthe Laurella,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1800.0,1563.0,852.0,144.0,93.0,0.0,712.0,54.510556621881,Above Avg,54.510556621881
859,Adrian Clayton,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Libby Bowen,Unknown,0.8323237301245063,9.987884761494076,1.0,0.0,Active,No,1800.0,1570.0,1446.0,176.0,54.0,0.0,327.0,92.10191082802548,Efficient,92.10191082802548
860,Nash Barron,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Imelda Madalena,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1531.5,1252.0,160.0,28.5,246.0,61.0,81.74991838067255,Efficient,81.74991838067255
861,Myah Delgado,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Beverley Laney,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1468.0,1336.0,224.0,28.0,0.0,145.0,91.00817438692098,Efficient,91.00817438692098
862,Ibrahim Jensen,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Yolanthe Laurella,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1434.0,1248.0,248.0,38.0,0.0,277.0,87.02928870292888,Efficient,87.02928870292888
863,Liana Brewer,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1553.0,1480.0,96.0,71.0,0.0,128.0,95.2994204764971,Efficient,95.2994204764971
864,Jagger Kaiser,F,Personal,sylible,Unknown,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Josi Ula,1,0.5886500065025292,7.063800078030351,1.0,22.0,Resigned,No,1224.0,871.5,711.5,208.0,144.5,0.0,192.0,81.64084911072862,Efficient,81.64084911072862
865,Amare Beck,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Aimil Latisha,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1403.5,1284.0,188.0,128.5,0.0,208.0,91.48557178482366,Efficient,91.48557178482366
866,Sara Mora,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1437.0,1310.0,152.0,131.0,0.0,543.0,91.16214335421016,Efficient,91.16214335421016
867,Liana Galvan,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1547.0,1383.0,129.0,44.0,0.0,338.0,89.39883645766,Efficient,89.39883645766
868,Yaritza Browning,M,Personal,Voice Caption Center,Unknown,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Myrtie Brana,9,0.2518874446429427,3.022649335715313,0.0,30.0,Resigned,No,560.0,429.0,300.0,56.0,75.0,0.0,193.0,69.93006993006993,Above Avg,69.93006993006993
869,Diego Rosales,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1400.5,1297.0,192.0,127.5,0.0,124.5,92.60978222063548,Efficient,92.60978222063548
870,Anderson Oneal,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Hedi Elna,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1720.0,1581.0,1168.0,104.0,35.0,0.0,570.5,73.87729285262492,Above Avg,73.87729285262492
871,Elijah Galvan,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Refugia Morganti,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1507.0,1518.0,112.0,61.0,0.0,191.0,100.72992700729928,Over Utilization,100.72992700729928
872,Deon Hess,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1428.0,1352.0,160.0,92.0,88.0,66.0,94.67787114845937,Efficient,94.67787114845937
873,Paula Davila,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Gisella Nickie,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1544.0,1372.0,112.0,24.0,172.0,0.0,88.86010362694302,Efficient,88.86010362694302
874,Rohan Robinson,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 6,Client Service Staff,Confirmed Staff,Johan Gaines,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1396.0,1043.0,192.0,92.0,0.0,363.0,74.7134670487106,Above Avg,74.7134670487106
875,Angela Dyer,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Tommy Muire,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1418.0,992.0,222.0,40.0,0.0,624.0,69.95768688293371,Above Avg,69.95768688293371
876,Jaslyn Baldwin,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1484.0,1272.0,120.0,76.0,88.0,194.0,85.71428571428571,Efficient,85.71428571428571
877,Joselyn Whitney,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1434.0,1357.0,176.0,70.0,0.0,213.0,94.63040446304045,Efficient,94.63040446304045
878,Kieran Jensen,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Gavra Kayle,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1494.5,1408.0,112.0,73.5,0.0,102.5,94.21211107393778,Efficient,94.21211107393778
879,Carlo Mcneil,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Imelda Madalena,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1680.0,1477.0,1971.5,120.0,83.0,0.0,0.0,133.48002708192283,Over Utilization,133.48002708192283
880,Alex Doyle,M,Personal,sylible,Unknown,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Unknown,12,0.5037748892858854,6.045298671430626,1.0,23.0,Resigned,No,1064.0,952.0,727.0,64.0,48.0,32.0,369.5,76.3655462184874,Efficient,76.3655462184874
881,Daniela Myers,F,Personal,sylible,Unknown,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Unknown,12,0.5037748892858854,6.045298671430626,1.0,24.0,Resigned,No,1064.0,876.5,721.0,129.0,58.5,0.0,183.0,82.25898459783228,Efficient,82.25898459783228
882,Lila Turner,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Morgen Hailee,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1367.0,1400.0,216.0,57.0,0.0,23.0,102.41404535479151,Over Utilization,102.41404535479151
883,Audrey Tucker,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Vanessa Zingaro,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1294.0,1093.0,232.0,114.0,0.0,209.0,84.46676970633695,Efficient,84.46676970633695
884,Ali Lowery,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Vanessa Zingaro,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1378.5,1363.5,168.0,93.5,0.0,75.0,98.91186071817192,Efficient,98.91186071817192
885,Keshawn Aguilar,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Vanessa Zingaro,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1301.0,1232.0,282.0,57.0,0.0,69.0,94.69638739431207,Efficient,94.69638739431207
886,Emery Lynn,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Landon Browning,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1395.0,1372.0,184.0,61.0,0.0,23.0,98.35125448028674,Efficient,98.35125448028674
887,Clare Boyer,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Misti Helena,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1373.0,1327.0,200.0,67.0,0.0,63.0,96.64967225054625,Efficient,96.64967225054625
888,Precious Davila,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Misti Helena,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1380.0,1343.0,200.0,60.0,0.0,74.0,97.31884057971014,Efficient,97.31884057971014
889,Tripp Shepherd,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Vanessa Zingaro,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1360.0,1342.0,208.0,72.0,0.0,77.0,98.6764705882353,Efficient,98.6764705882353
890,Liliana Vang,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1355.0,942.0,228.0,57.0,0.0,429.0,69.52029520295203,Above Avg,69.52029520295203
891,Skyler Valencia,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Donette Verne,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1425.0,1342.0,160.0,55.0,0.0,177.0,94.17543859649122,Efficient,94.17543859649122
892,Catalina Flowers,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Beryle Lisha,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1477.0,1152.0,120.0,43.0,0.0,325.0,77.99593771157753,Efficient,77.99593771157753
893,Antoine Hester,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Naomi Rebekah,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1398.5,1200.0,160.0,81.5,0.0,233.0,85.80622095101896,Efficient,85.80622095101896
894,Priscilla Mack,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Beverley Laney,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1297.5,984.0,200.0,142.5,0.0,560.0,75.83815028901734,Efficient,75.83815028901734
895,Logan Williams,F,Personal,sylible,Unknown,PC - 1,Location 6,Client Service Staff,Awaiting Termination,Unknown,7,0.08487511721664373,1.0185014065997247,0.0,21.0,Resigned,No,152.0,152.0,0.0,0.0,0.0,0.0,40.0,0.0,Low,96.0
896,Ryleigh Ortiz,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Maria Aubrey,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1395.0,1286.0,172.0,73.0,0.0,165.5,92.1863799283154,Efficient,92.1863799283154
897,Audrina Arroyo,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Margo Opaline,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1449.0,1234.0,160.0,31.0,0.0,222.5,85.16218081435473,Efficient,85.16218081435473
898,Javier Crosby,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Refugia Morganti,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1438.0,1384.0,144.0,58.0,0.0,137.0,96.24478442280946,Efficient,96.24478442280946
899,Alexandria Livingston,F,Further Studies,sylible,Unknown,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Conni Athene,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1405.0,1334.0,208.0,27.0,0.0,97.0,94.94661921708185,Efficient,94.94661921708185
900,Remington Lara,M,Career Growth,sylible,Unknown,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Claudia Meaghan,12,0.5037748892858854,6.045298671430626,1.0,21.0,Resigned,No,1080.0,967.0,854.0,80.0,33.0,0.0,145.0,88.31437435367114,Efficient,88.31437435367114
901,Sonia Pham,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Claudia Meaghan,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1433.0,1364.0,184.0,23.0,0.0,97.0,95.18492672714585,Efficient,95.18492672714585
902,Marquis Thornton,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Maria Aubrey,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1419.0,1233.0,180.0,41.0,0.0,224.5,86.89217758985201,Efficient,86.89217758985201
903,Giancarlo Flowers,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Erminie Ericka,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1431.0,1297.0,176.0,33.0,0.0,176.5,90.63591893780573,Efficient,90.63591893780573
904,Pedro Simon,M,Career Growth,sylible,Unknown,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Margo Opaline,12,0.5037748892858854,6.045298671430626,1.0,21.0,Resigned,No,1080.0,962.0,844.0,80.0,38.0,0.0,166.0,87.73388773388774,Efficient,87.73388773388774
905,Kael Downs,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Chris Ricky,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1374.5,1443.0,160.0,105.5,0.0,135.0,104.98363041105856,Over Utilization,104.98363041105856
906,Javon Baker,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1341.0,1223.0,200.0,99.0,0.0,320.0,91.20059656972408,Efficient,91.20059656972408
907,Killian Floyd,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Naomi Rebekah,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1389.0,1248.0,168.0,83.0,0.0,166.0,89.8488120950324,Efficient,89.8488120950324
908,Ashton Nunez,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Lian Harley,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1532.0,856.0,80.0,28.0,0.0,871.5,55.87467362924282,Above Avg,55.87467362924282
909,Darius Mejia,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1342.0,1296.0,208.0,90.0,0.0,161.0,96.57228017883756,Efficient,96.57228017883756
910,Eve Meza,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Mira Fiorenze,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1412.5,667.0,120.0,107.5,0.0,798.5,47.2212389380531,Below Avg,47.2212389380531
911,Bronson Harding,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1346.0,1625.0,198.0,96.0,0.0,199.0,120.72808320950965,Over Utilization,120.72808320950965
912,Jamison Hester,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1367.0,1396.0,144.0,129.0,0.0,150.5,102.12143379663496,Over Utilization,102.12143379663496
913,Yusuf Duarte,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1341.0,1417.0,172.0,127.0,0.0,251.0,105.66741237882178,Over Utilization,105.66741237882178
914,Declan Rojas,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1098.0,944.0,430.0,112.0,0.0,210.0,85.97449908925319,Efficient,85.97449908925319
